,Unnamed: 0,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
814,940,13318716,100.0,0,22,22,1,0,39.98983,116.48523999999999,0,4,1.0,2,2,795,1,0,1,15,45,75,350,4,3,2016/9/7,85,9,8,8,9,9,9,0,0,0,22,22,0,0,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
815,941,13320025,96.53,0,2,2,1,0,39.94035,116.44148999999999,0,2,1.0,1,1,249,1,0,2,0,0,0,0,2,0,2016/6/12,100,10,9,9,10,10,10,0,0,0,2,2,0,0,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
816,942,13320848,100.0,1,27,27,1,1,39.98658,116.4728,1,2,1.0,1,1,449,1,0,1,28,58,88,363,6,3,2016/10/24,100,10,10,10,10,10,10,1,0,0,27,14,13,0,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
817,943,13324889,100.0,0,2,2,1,1,39.87659,116.50101000000001,0,1,1.0,1,1,200,1,34,1,30,60,90,365,1,0,2016/6/9,100,10,10,10,10,10,10,0,0,0,2,0,1,1,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
818,944,13325706,96.53,0,1,1,1,0,40.27865,116.20572,0,1,3.0,1,1,1362,1,0,1,0,0,0,0,1,0,2017/5/30,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
819,945,13335615,100.0,0,5,5,1,1,39.921820000000004,116.50923999999999,0,3,1.0,1,1,463,1,100,1,30,60,90,365,3,0,2016/6/27,100,10,10,10,10,10,10,0,0,0,5,5,0,0,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
820,946,13340815,100.0,0,5,5,1,0,40.5329,116.66559,0,11,4.0,5,7,1802,1,0,1,23,53,83,358,1,0,2017/10/4,60,10,10,10,10,10,6,0,0,0,5,5,0,0,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
821,947,13341671,100.0,0,1,1,1,0,39.89777,116.35328,1,3,1.0,1,1,290,1,50,1,0,0,0,0,12,0,2016/7/4,92,9,9,9,9,9,9,1,0,0,1,1,0,0,0.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
822,948,13355117,100.0,0,13,13,1,1,39.89144,116.47742,0,5,2.0,2,2,1300,1,0,1,29,59,89,364,1,0,2017/8/8,100,10,10,10,10,10,10,0,0,0,13,13,0,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
823,950,13364315,92.0,0,3,3,1,1,40.0031,116.34611000000001,0,3,1.0,1,3,408,1,0,1,16,30,45,320,103,44,2016/8/19,98,10,10,10,10,10,10,0,0,0,1,1,0,0,3.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
824,951,13365738,100.0,0,5,5,1,1,39.99753,116.47861,0,2,1.0,1,1,483,1,0,1,23,23,48,323,158,43,2016/6/14,98,10,9,10,10,10,9,0,0,0,5,5,0,0,4.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
825,952,13378622,96.53,0,1,1,1,1,40.022079999999995,116.265,0,3,1.0,1,1,5000,1,0,2,0,0,0,0,3,0,2016/7/1,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
826,954,13380903,98.0,0,12,12,1,1,39.9311,116.40705,0,2,1.0,1,1,228,1,0,1,13,43,73,74,132,30,2016/6/19,87,9,9,10,10,10,9,1,0,0,4,4,0,0,3.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
827,955,13381375,80.0,1,2,2,1,0,39.944959999999995,116.54908,1,1,1.0,1,1,166,1,0,1,24,54,84,359,3,1,2016/8/12,100,10,10,10,10,9,10,0,0,0,2,0,2,0,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
828,957,13399505,80.0,1,2,2,1,0,39.95979000000001,116.55537,0,1,1.0,1,1,110,1,0,1,26,56,86,361,13,6,2016/10/1,100,10,10,10,10,10,10,0,0,0,2,0,2,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
829,958,13399998,96.53,0,1,1,1,0,39.94368,116.40507,1,2,1.0,1,1,380,1,0,3,0,0,0,0,2,0,2016/9/23,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
830,959,13417965,100.0,0,4,4,1,1,39.93991,116.38796,1,12,2.5,6,6,6002,1,0,1,30,60,90,365,42,4,2016/8/4,98,10,10,10,10,10,10,0,0,0,4,4,0,0,1.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
831,960,13418237,100.0,0,1,1,1,0,40.466429999999995,116.59467,0,16,4.5,8,8,10358,1,0,1,29,59,89,364,6,3,2016/8/28,100,10,10,10,10,10,9,0,0,0,1,1,0,0,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
832,961,13418840,96.53,0,1,1,1,1,39.875370000000004,116.48688,1,2,1.0,1,1,152,1,0,1,0,0,0,0,16,0,2016/6/26,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
833,962,13435585,98.0,0,22,22,1,1,39.939170000000004,116.44186,1,2,1.0,1,1,387,2,80,1,18,48,78,353,69,7,2016/6/12,94,10,9,10,10,10,9,1,0,0,21,21,0,0,1.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
834,963,13437198,100.0,0,1,1,1,1,39.88445,116.45742,0,2,1.0,2,1,187,1,0,3,30,60,90,365,6,4,2017/10/4,100,10,9,10,10,10,9,1,0,0,1,0,1,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
835,964,13438443,100.0,0,3,3,1,1,39.87023,116.45523999999999,0,1,1.0,1,1,131,1,0,1,0,19,49,324,77,47,2016/8/5,95,10,9,10,10,10,10,1,0,0,3,0,3,0,2.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
836,966,13440385,100.0,0,2,2,1,1,39.96399,116.32681000000001,0,2,1.0,1,1,290,1,33,1,16,46,76,351,4,1,2016/7/1,95,10,10,10,10,10,10,0,0,0,2,0,2,0,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
837,967,13455038,88.0,0,3,3,1,0,39.930440000000004,116.29758999999999,0,1,1.0,1,1,228,1,0,2,30,60,90,365,2,1,2016/6/12,80,8,8,8,9,9,8,1,0,0,2,1,1,0,0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
838,968,13465938,100.0,0,1,1,1,0,39.87096,116.64452,0,6,2.0,3,3,559,1,0,2,23,53,83,358,4,0,2016/7/2,85,10,10,8,10,8,9,0,0,0,1,1,0,0,0.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
839,969,13466761,100.0,0,7,7,1,1,39.89897,116.49076000000001,0,2,1.0,1,1,360,1,0,2,0,27,57,58,8,0,2016/7/27,80,8,8,9,9,8,8,0,0,0,7,7,0,0,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
840,970,13468335,100.0,0,1,1,1,0,39.898720000000004,116.3568,1,2,0.5,1,1,318,1,50,1,26,56,86,361,3,0,2016/11/27,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
841,971,13469772,100.0,0,1,1,1,0,40.34205,116.19358999999999,1,16,7.0,7,9,4502,1,0,1,27,57,87,362,1,0,2017/5/29,100,10,10,10,10,8,8,1,0,0,1,1,0,0,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
842,972,13472533,98.0,0,22,22,1,1,39.94164,116.44594,0,2,1.0,1,1,401,2,0,1,29,59,89,364,33,9,2016/6/20,93,10,9,10,10,10,9,1,0,0,21,21,0,0,0.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
843,973,13475791,95.0,0,4,4,1,0,40.34757000000001,116.40195,0,12,4.0,4,6,1643,1,0,1,22,50,73,163,19,12,2016/8/1,99,10,9,10,10,10,10,1,0,0,4,4,0,0,0.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
844,974,13480019,100.0,0,4,4,1,0,39.94918,116.42756000000001,0,2,1.0,1,1,235,1,50,1,23,34,34,34,119,31,2016/6/22,96,10,9,10,10,10,10,1,0,0,4,1,3,0,3.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
845,975,13481465,96.53,0,1,1,1,1,40.00627,116.43921999999999,1,1,1.0,1,1,97,1,0,1,0,0,0,0,4,0,2016/7/14,95,10,10,10,10,9,10,1,0,0,1,0,1,0,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
846,976,13481515,100.0,0,2,2,1,0,39.89536,116.4092,0,4,1.0,1,2,477,1,0,3,27,57,87,178,3,1,2016/7/20,73,8,7,9,9,9,9,0,0,0,2,0,2,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
847,977,13482231,90.0,0,5,5,1,1,39.94009000000001,116.43576000000002,0,2,1.0,1,1,470,1,0,1,27,57,87,178,10,5,2016/10/5,92,10,9,9,10,10,9,1,0,0,5,5,0,0,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
848,978,13484447,100.0,1,1,1,1,1,40.04918,116.35151,0,3,1.0,1,2,221,2,48,2,0,0,12,12,26,10,2016/8/25,99,10,10,10,10,10,10,0,0,0,1,0,1,0,0.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
849,979,13495557,100.0,0,9,9,1,1,39.93962,116.43403,0,2,1.0,0,1,429,2,50,1,28,58,88,363,19,10,2016/6/27,88,9,9,9,10,10,9,1,0,0,9,9,0,0,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
850,980,13495703,50.0,0,2,2,1,1,39.8907,116.46318000000001,0,2,1.0,1,1,159,1,69,1,30,60,90,365,1,0,2016/7/6,100,8,10,10,10,10,10,1,0,0,2,0,2,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
851,981,13497957,100.0,0,9,9,1,1,39.93764,116.43583999999998,0,2,1.0,0,1,422,2,50,1,30,60,90,365,3,0,2016/9/30,93,10,9,10,10,10,9,1,0,0,9,9,0,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
852,983,13499060,100.0,0,4,4,1,0,39.94335,116.4246,0,2,1.0,1,1,353,1,50,1,23,34,34,34,78,17,2016/7/22,93,9,9,9,9,10,9,1,0,0,4,1,3,0,2.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
853,984,13499219,100.0,0,4,4,1,0,39.94832,116.41922,1,7,1.0,3,3,1279,7,0,1,20,31,31,293,3,0,2016/8/1,93,9,5,8,9,9,9,1,0,0,4,1,3,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
854,985,13503884,100.0,1,1,1,1,1,39.85219,116.41538,1,4,1.0,2,2,566,1,0,1,25,37,63,153,163,51,2016/7/17,96,10,10,10,10,9,10,1,0,0,1,1,0,0,4.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
855,986,13506068,100.0,1,1,1,1,0,39.9541,116.42731,0,2,1.0,1,1,228,1,0,1,5,5,5,73,246,85,2016/7/31,96,10,10,10,10,10,10,1,0,0,1,0,1,0,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
856,987,13516342,99.0,1,14,14,1,0,40.05008,116.26817,0,1,1.0,1,1,83,1,0,1,0,0,10,285,22,12,2017/9/18,97,10,9,10,10,10,10,1,0,0,11,3,6,2,1.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
857,988,13517459,100.0,0,2,2,1,1,40.240140000000004,116.35711,0,16,3.0,7,16,2983,16,100,1,30,60,90,365,5,3,2016/9/10,93,10,9,10,10,9,9,1,0,0,1,1,0,0,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
858,989,13519328,75.0,0,17,17,1,1,39.89864,116.41821999999999,0,4,1.0,1,2,1279,1,0,1,30,60,90,365,3,1,2016/9/14,93,10,9,10,10,10,9,0,0,0,17,16,1,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
859,990,13520159,96.53,0,1,1,1,1,40.39261,116.18061000000002,0,3,1.0,1,1,802,2,100,1,0,0,0,0,21,4,2017/8/6,99,10,9,10,10,10,9,0,0,0,1,1,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
860,991,13535176,100.0,0,1,1,1,1,40.08706,116.54308,0,2,1.0,1,1,290,1,0,2,27,57,87,87,1,1,2019/3/3,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
861,992,13535193,100.0,0,2,2,1,1,39.941,116.40273,1,1,1.0,1,1,152,1,0,3,5,35,65,78,25,12,2016/8/20,94,10,10,10,10,10,10,0,0,0,2,0,2,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
862,993,13535800,100.0,0,3,3,1,1,39.98758,116.4476,0,1,1.0,1,1,595,1,0,2,29,59,89,90,1,0,2017/7/31,100,10,10,10,10,10,10,0,0,0,3,0,3,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
863,995,13540865,98.0,0,22,22,1,1,39.9406,116.44216999999999,1,4,1.0,1,2,581,3,60,1,27,37,37,214,13,2,2016/6/30,97,10,9,10,10,9,9,1,0,0,21,21,0,0,0.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
864,996,13541926,100.0,0,10,10,1,0,39.94989,116.352,0,2,1.0,1,1,491,1,0,1,30,60,90,365,8,2,2016/6/27,100,10,10,10,10,10,10,0,0,0,7,6,1,0,0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
865,997,13551788,100.0,0,5,5,1,1,39.66543,115.59103999999999,0,2,1.0,1,1,470,1,0,1,28,58,88,363,1,0,2016/9/16,100,10,10,10,10,10,10,1,0,0,5,1,4,0,0.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
866,999,13554822,100.0,1,9,9,1,1,39.94566,116.40231999999999,0,11,3.5,3,6,1501,6,100,1,11,19,49,123,82,52,2016/6/25,99,10,10,10,10,10,10,0,0,0,9,9,0,0,2.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
867,1000,13556445,100.0,1,9,9,1,1,39.94383,116.39335,0,7,2.0,2,4,982,4,100,1,9,18,33,111,83,55,2018/1/8,98,10,9,10,10,10,10,0,0,0,9,9,0,0,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
868,1001,13556984,100.0,1,9,9,1,1,39.94233,116.39283999999999,0,12,5.0,4,6,1798,8,100,2,11,14,20,103,40,36,2018/4/19,97,10,10,10,10,10,10,0,0,0,9,9,0,0,3.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
869,1003,13557149,90.0,0,7,7,1,1,39.68397,116.30856000000001,0,4,1.0,2,2,297,1,0,1,30,60,90,90,7,2,2016/6/24,80,8,7,9,8,7,7,1,0,0,7,7,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
870,1004,13557335,100.0,1,26,26,1,1,39.97251,116.35757,0,4,1.0,1,4,201,1,114,1,0,0,0,0,61,31,2016/7/2,100,10,10,10,10,10,10,0,0,0,12,6,6,0,1.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
871,1005,13557407,100.0,1,26,26,1,1,39.97295,116.3565,0,4,1.0,1,4,387,1,76,1,0,0,0,0,62,25,2016/7/15,99,10,10,10,10,10,10,0,0,0,12,6,6,0,1.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
872,1006,13558011,100.0,1,26,26,1,1,39.97292,116.35278999999998,0,3,1.0,1,3,228,1,155,1,0,0,0,0,50,30,2018/1/15,100,10,10,10,10,10,10,0,0,0,12,6,6,0,3.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
873,1007,13559849,90.0,0,15,15,1,1,39.959309999999995,116.44153999999999,0,2,1.0,1,1,526,1,0,1,30,60,90,365,10,2,2016/7/23,90,9,10,10,10,10,9,0,0,0,15,15,0,0,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
874,1008,13564625,100.0,0,13,13,1,1,39.95791,116.46426000000001,0,2,1.0,1,1,982,1,60,1,26,56,86,177,14,0,2016/7/21,100,10,10,10,10,10,10,1,0,0,8,0,8,0,0.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
875,1009,13564721,100.0,0,13,13,1,1,39.96171,116.46869,0,2,1.0,1,1,982,1,60,1,25,43,43,128,18,2,2016/7/20,98,10,10,10,10,10,10,1,0,0,8,0,8,0,0.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
876,1010,13581735,100.0,1,2,2,1,0,39.99987,116.34496999999999,0,2,1.0,1,1,228,1,0,1,18,48,78,79,100,38,2016/7/2,100,10,10,10,10,10,10,0,0,0,2,0,2,0,2.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
877,1011,13581873,98.0,0,22,22,1,1,39.94081,116.44134,0,2,1.0,1,2,429,2,60,1,30,60,90,365,49,3,2016/7/7,94,10,9,10,10,10,10,1,0,0,21,21,0,0,1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
878,1012,13582058,98.0,0,22,22,1,1,39.932809999999996,116.44142,1,2,1.0,0,1,387,2,0,1,0,0,0,206,47,1,2016/6/24,92,9,9,10,10,9,9,1,0,0,21,21,0,0,1.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
879,1015,13585830,96.0,0,9,9,1,1,39.99556,116.47136,0,4,1.0,2,4,539,2,0,1,30,60,90,365,83,18,2016/10/6,95,9,9,9,9,9,9,1,0,0,9,9,0,0,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
880,1016,13597838,100.0,0,52,52,1,1,39.90756,116.5494,0,6,1.0,3,3,761,1,0,1,25,55,85,360,3,1,2016/12/31,73,9,8,9,9,10,8,0,0,0,52,21,31,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
881,1017,13599165,100.0,0,1,1,1,0,39.93769,116.39556999999999,0,2,1.0,1,1,380,1,104,1,22,52,82,357,70,3,2016/7/19,92,9,9,9,10,10,9,0,0,0,1,1,0,0,2.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
882,1018,13603480,90.0,0,2,2,1,1,39.9216,116.56908,0,4,1.5,2,2,331,3,69,2,10,22,26,277,85,23,2016/7/2,93,10,9,10,10,9,9,0,0,0,1,1,0,0,2.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
883,1019,13606220,100.0,1,2,2,1,1,40.35269,116.82466000000001,1,2,1.0,1,1,663,2,200,2,29,59,89,269,4,3,2017/11/23,100,10,10,10,10,10,10,1,0,0,2,0,2,0,0.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
884,1020,13614015,47.0,0,9,9,1,0,39.89307,116.41783999999998,1,4,1.0,2,2,436,1,0,1,30,60,90,365,18,14,2016/9/24,94,10,10,10,10,10,10,0,0,0,9,8,1,0,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
885,1021,13628669,100.0,0,26,26,1,1,39.9214,116.59078999999998,0,2,1.0,1,1,276,1,0,1,30,60,90,365,3,0,2016/10/6,100,10,9,10,9,10,10,1,0,0,25,23,2,0,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
886,1023,13633491,100.0,1,1,1,1,1,39.88217,116.45873,0,2,1.0,1,1,187,1,60,2,17,40,62,139,148,61,2016/7/9,99,10,10,10,10,10,10,1,0,0,1,0,1,0,4.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
887,1024,13642150,88.0,1,1,1,1,1,39.89771,116.37302,0,2,1.0,1,1,186,1,69,1,30,60,90,90,105,33,2016/7/14,99,10,10,10,10,9,10,0,0,0,1,0,1,0,3.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
888,1025,13642926,100.0,0,4,4,1,1,39.95662,116.39053999999999,0,2,1.0,1,1,201,1,0,1,27,53,81,356,163,49,2016/6/24,97,10,9,10,10,9,10,1,0,0,4,0,4,0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
889,1026,13664582,100.0,1,1,1,1,0,39.94785,116.39392,0,2,1.0,1,1,235,1,0,1,7,34,64,65,157,73,2016/6/25,95,10,9,10,10,10,10,0,0,0,1,0,1,0,4.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
890,1027,13688503,96.53,0,1,1,1,1,39.91999000000001,116.58575,0,2,1.0,1,1,180,1,0,1,0,0,0,0,6,0,2016/7/4,100,10,10,10,10,10,10,1,0,0,1,0,1,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
891,1028,13690022,100.0,1,6,6,1,1,39.9471,116.41067,0,4,2.0,1,3,449,4,40,1,25,44,74,345,110,38,2016/8/30,93,10,9,10,10,10,9,1,0,0,6,6,0,0,3.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
892,1029,13691012,100.0,0,4,4,1,1,39.95489,116.38945,0,2,1.0,1,1,201,1,0,1,15,45,67,342,124,26,2016/7/5,96,10,10,10,10,10,10,1,0,0,4,0,4,0,3.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
893,1030,13692942,86.0,0,2,2,1,0,39.915259999999996,116.49792,1,2,1.0,1,2,104,1,35,3,29,59,89,180,30,4,2016/7/17,93,10,9,10,10,9,10,0,0,0,1,1,0,0,0.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
894,1031,13704219,98.0,0,22,22,1,1,39.94024,116.44673999999999,0,2,1.0,1,1,394,2,0,1,19,25,25,222,5,1,2016/8/15,88,8,8,10,10,9,9,1,0,0,21,21,0,0,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
895,1032,13706789,50.0,0,2,2,1,1,39.72623,116.34087,0,2,1.0,1,1,470,1,104,1,30,60,90,365,2,0,2016/6/29,100,10,9,10,10,8,10,1,0,0,2,2,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
896,1033,13708420,100.0,0,1,1,1,0,39.92514,116.47693000000001,1,5,1.0,2,3,968,1,0,2,0,0,13,14,2,2,2018/9/25,100,10,10,9,9,9,9,1,0,0,1,1,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
897,1034,13714312,100.0,0,1,1,1,0,40.20888,116.24203,0,3,1.0,1,2,180,1,34,1,30,60,90,365,10,5,2016/8/24,98,10,9,10,10,10,10,1,0,0,1,0,1,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
